Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,GC=F,PA=F,PL=F,SI=F,GC=F,PA=F,PL=F,SI=F,GC=F,PA=F,PL=F,SI=F,GC=F,PA=F,PL=F,SI=F,GC=F,PA=F,PL=F,SI=F
Date,,,,,,,,,,,,,,,,,,,,
2010-01-27,1084.4000244140625,416.5,1486.0999755859375,16.42799949645996,1084.4000244140625,416.5,1521.0,16.42799949645996,1084.4000244140625,416.5,1510.9000244140625,16.42799949645996,1084.4000244140625,416.5,1486.0999755859375,16.42799949645996,206694,0.0,2.0,55
2010-01-28,1083.5999755859375,,1489.199951171875,16.20199966430664,1095.699951171875,,1489.199951171875,16.20199966430664,1073.199951171875,,1489.199951171875,16.20199966430664,1087.800048828125,,1489.199951171875,16.20199966430664,101168,,2.0,135
2010-01-29,1083.0,,1501.300048828125,16.183000564575195,1090.800048828125,,1501.300048828125,16.34000015258789,1074.5,,1501.300048828125,16.100000381469727,1085.0,,1501.300048828125,16.183000564575195,11456,,2.0,23
2010-02-01,1104.300048828125,,1534.5999755859375,16.652999877929688,1107.300048828125,,1534.5999755859375,16.652999877929688,1076.800048828125,,1534.5999755859375,16.652999877929688,1081.0,,1534.5999755859375,16.652999877929688,2452,,2.0,128
2010-02-02,1117.4000244140625,,1574.5,16.736000061035156,1118.5,,1574.5,16.736000061035156,1100.199951171875,,1574.5,16.736000061035156,1117.4000244140625,,1574.5,16.736000061035156,3326,,2.0,18
2010-02-03,1111.4000244140625,,1571.9000244140625,16.309999465942383,1124.9000244140625,,1571.9000244140625,16.6200008392334,1108.5999755859375,,1571.9000244140625,16.360000610351562,1115.800048828125,,1571.9000244140625,16.6200008392334,853,,2.0,3
2010-02-04,1062.4000244140625,,1511.5,15.343000411987305,1110.699951171875,,1511.5,16.030000686645508,1059.0,,1507.5,15.260000228881836,1110.0,,1511.5,16.030000686645508,1426,,2.0,4
2010-02-05,1052.199951171875,,1471.300048828125,14.822999954223633,1068.5,,1471.300048828125,14.822999954223633,1045.199951171875,,1471.300048828125,14.822999954223633,1052.199951171875,,1471.300048828125,14.822999954223633,1956,,2.0,54
2010-02-08,1065.699951171875,,1477.199951171875,15.07800006866455,1073.4000244140625,,1477.199951171875,15.15999984741211,1061.5999755859375,,1477.199951171875,15.0,1065.699951171875,,1477.199951171875,15.07800006866455,549,,2.0,224
2010-02-09,1076.699951171875,,1498.5999755859375,15.430999755859375,1082.0,,1498.5999755859375,15.430999755859375,1063.0999755859375,,1498.5999755859375,15.430999755859375,1076.699951171875,,1498.5999755859375,15.430999755859375,387,,2.0,3
2010-02-10,1075.800048828125,,1509.0999755859375,15.302000045776367,1081.0999755859375,,1509.0999755859375,15.302000045776367,1063.300048828125,,1509.0999755859375,15.302000045776367,1075.800048828125,,1509.0999755859375,15.302000045776367,640,,68.0,300
2010-02-11,1094.199951171875,,1515.5,15.592000007629395,1097.0999755859375,,1515.5,15.592000007629395,1075.5999755859375,,1515.5,15.592000007629395,1076.800048828125,,1515.5,15.592000007629395,1491,,68.0,91
2010-02-12,1089.5,,1507.300048828125,15.449000358581543,1092.0,,1507.300048828125,15.449000358581543,1079.800048828125,,1507.300048828125,15.449000358581543,1089.5,,1507.300048828125,15.449000358581543,197,,68.0,91
2010-02-16,1119.300048828125,,1533.9000244140625,16.149999618530273,1120.4000244140625,,1533.9000244140625,16.149999618530273,1092.4000244140625,,1533.9000244140625,16.149999618530273,1119.300048828125,,1533.9000244140625,16.149999618530273,928,,68.0,48
2010-02-17,1119.5,,1533.300048828125,16.097999572753906,1127.0,,1533.300048828125,16.097999572753906,1108.5,,1533.300048828125,16.097999572753906,1119.5,,1533.300048828125,16.097999572753906,1083,,68.0,14
2010-02-18,1118.0,,1515.800048828125,16.059999465942383,1123.699951171875,,1515.800048828125,16.059999465942383,1100.800048828125,,1515.800048828125,16.059999465942383,1118.0,,1515.800048828125,16.059999465942383,989,,68.0,14
2010-02-19,1121.300048828125,,1539.800048828125,16.413000106811523,1126.199951171875,,1539.800048828125,16.413000106811523,1099.699951171875,,1539.800048828125,16.413000106811523,1121.300048828125,,1539.800048828125,16.413000106811523,137,,68.0,5
2010-02-22,1112.5999755859375,442.1000061035156,1528.0999755859375,16.222000122070312,1127.4000244140625,442.1000061035156,1528.0999755859375,16.222000122070312,1110.0,442.1000061035156,1528.0999755859375,16.222000122070312,1112.5999755859375,442.1000061035156,1528.0999755859375,16.222000122070312,124,0.0,68.0,5
2010-02-23,1102.699951171875,434.0,1506.300048828125,15.887999534606934,1118.300048828125,434.0,1506.300048828125,15.887999534606934,1102.5999755859375,434.0,1506.300048828125,15.887999534606934,1116.4000244140625,434.0,1506.300048828125,15.887999534606934,152,0.0,68.0,5
2010-02-24,1096.5,422.70001220703125,1503.5,15.9399995803833,1096.5,422.70001220703125,1503.5,15.9399995803833,1096.5,422.70001220703125,1503.5,15.9399995803833,1096.5,422.70001220703125,1503.5,15.9399995803833,751,4969.0,1.0,45350
2010-02-25,1107.800048828125,423.29998779296875,1529.300048828125,16.110000610351562,1108.199951171875,425.5,1512.800048828125,16.155000686645508,1088.699951171875,414.5,1511.699951171875,15.609999656677246,1107.800048828125,420.54998779296875,1529.300048828125,15.930000305175781,386,2208.0,7.0,36532
2010-02-26,1118.300048828125,432.3999938964844,1538.0,16.5,1118.300048828125,433.0,1539.699951171875,16.520000457763672,1106.800048828125,426.0,1538.0,16.024999618530273,1106.800048828125,432.3999938964844,1538.0,16.084999084472656,382,433.0,16.0,3883
2010-03-01,1117.800048828125,436.5,1542.0999755859375,16.448999404907227,1121.9000244140625,437.45001220703125,1542.0999755859375,16.739999771118164,1113.5999755859375,432.1000061035156,1542.0999755859375,16.415000915527344,1119.300048828125,436.5,1542.0999755859375,16.5,184,34.0,16.0,1010
2010-03-02,1136.9000244140625,443.45001220703125,1574.0999755859375,17.04400062561035,1137.4000244140625,443.3999938964844,1574.0999755859375,17.075000762939453,1115.699951171875,434.8999938964844,1574.0999755859375,16.31999969482422,1136.9000244140625,443.45001220703125,1574.0999755859375,16.475000381469727,155,60.0,16.0,749
2010-03-03,1142.699951171875,449.5,1581.5999755859375,17.30900001525879,1145.0,452.25,1581.5999755859375,17.350000381469727,1133.699951171875,449.1499938964844,1581.5999755859375,16.895000457763672,1142.699951171875,449.1499938964844,1581.5999755859375,16.94499969482422,170,45.0,16.0,852
2010-03-04,1132.5999755859375,461.75,1581.699951171875,17.1560001373291,1139.0,461.95001220703125,1581.699951171875,17.350000381469727,1128.5999755859375,455.3999938964844,1581.699951171875,17.059999465942383,1132.5999755859375,461.75,1581.699951171875,17.139999389648438,118,50.0,16.0,648
2010-03-05,1134.800048828125,475.3999938964844,1577.199951171875,17.36199951171875,1134.800048828125,476.95001220703125,1577.199951171875,17.475000381469727,1134.800048828125,465.25,1577.199951171875,17.1299991607666,1134.800048828125,475.3999938964844,1577.199951171875,17.36199951171875,129,24.0,16.0,339
2010-03-08,1123.5999755859375,470.3500061035156,1598.199951171875,17.25200080871582,1123.5999755859375,476.04998779296875,1598.199951171875,17.479999542236328,1123.5999755859375,470.45001220703125,1598.199951171875,17.165000915527344,1123.5999755859375,470.3500061035156,1598.199951171875,17.25200080871582,17,15.0,16.0,293
2010-03-09,1122.0,468.29998779296875,1595.0,17.31800079345703,1124.0,471.6000061035156,1595.0,17.325000762939453,1113.0999755859375,456.0,1595.0,16.90999984741211,1122.0,468.29998779296875,1595.0,17.31800079345703,27,65.0,16.0,374
2010-03-10,1107.800048828125,463.75,1588.300048828125,16.993999481201172,1127.0999755859375,463.75,1588.300048828125,16.993999481201172,1106.9000244140625,463.75,1588.300048828125,16.993999481201172,1107.800048828125,463.75,1588.300048828125,16.993999481201172,21,10.0,16.0,256
2010-03-11,1108.0,460.1499938964844,1610.800048828125,17.13599967956543,1108.0,462.1499938964844,1592.0,17.13599967956543,1108.0,451.0,1584.0,16.8799991607666,1108.0,460.1499938964844,1610.800048828125,17.13599967956543,46,56.0,1.0,474
2010-03-12,1101.5,462.25,1606.5,17.02400016784668,1117.4000244140625,462.25,1606.5,17.02400016784668,1099.9000244140625,462.25,1606.5,17.02400016784668,1101.5,462.25,1606.5,17.02400016784668,135,2.0,1.0,351
2010-03-15,1105.0999755859375,459.6499938964844,1613.9000244140625,17.08300018310547,1107.0999755859375,459.6499938964844,1613.9000244140625,17.1200008392334,1101.4000244140625,459.6499938964844,1613.9000244140625,17.0049991607666,1105.0999755859375,459.6499938964844,1613.9000244140625,17.08300018310547,21,2.0,1.0,285
2010-03-16,1122.199951171875,471.3999938964844,1628.800048828125,17.33300018310547,1127.0,471.3999938964844,1628.800048828125,17.450000762939453,1114.5,471.3999938964844,1628.800048828125,17.125,1122.199951171875,471.3999938964844,1628.800048828125,17.125,66,20.0,1.0,53
2010-03-17,1124.0,478.0,1633.699951171875,17.50200080871582,1131.4000244140625,474.6499938964844,1633.699951171875,17.50200080871582,1118.0,474.6499938964844,1633.699951171875,17.399999618530273,1124.0,477.8500061035156,1633.699951171875,17.50200080871582,29,11.0,1.0,55
2010-03-18,1127.4000244140625,477.8999938964844,1629.5,17.406999588012695,1127.800048828125,477.8999938964844,1629.5,17.520000457763672,1121.0999755859375,477.8999938964844,1629.5,17.354999542236328,1127.4000244140625,477.8999938964844,1629.5,17.406999588012695,86,11.0,1.0,144
2010-03-19,1107.4000244140625,467.54998779296875,1607.0999755859375,17.017000198364258,1107.4000244140625,467.54998779296875,1607.0999755859375,17.364999771118164,1107.4000244140625,467.54998779296875,1607.0999755859375,16.989999771118164,1107.4000244140625,467.54998779296875,1607.0999755859375,17.017000198364258,54,17.0,1.0,209
2010-03-22,1099.300048828125,459.5,1599.800048828125,16.920000076293945,1099.300048828125,459.5,1599.800048828125,16.920000076293945,1099.300048828125,459.5,1599.800048828125,16.920000076293945,1099.300048828125,459.5,1599.800048828125,16.920000076293945,71,7.0,1.0,65
2010-03-23,1103.5,463.6499938964844,1607.800048828125,17.011999130249023,1103.5,455.5,1607.800048828125,17.011999130249023,1103.5,455.5,1607.800048828125,17.011999130249023,1103.5,463.6499938964844,1607.800048828125,17.011999130249023,16,2.0,1.0,29
2010-03-24,1088.5999755859375,453.0,1587.4000244140625,16.625999450683594,1092.4000244140625,445.0,1587.4000244140625,16.625999450683594,1085.5,445.0,1587.4000244140625,16.625999450683594,1088.5999755859375,453.0,1587.4000244140625,16.625999450683594,9,1.0,1.0,31
2010-03-25,1092.699951171875,451.75,1605.9000244140625,16.726999282836914,1092.699951171875,439.8500061035156,1605.9000244140625,16.726999282836914,1086.699951171875,439.8500061035156,1605.9000244140625,16.726999282836914,1092.699951171875,451.75,1605.9000244140625,16.726999282836914,8,1.0,1.0,111
2010-03-26,1104.199951171875,454.70001220703125,1595.5,16.893999099731445,1104.199951171875,457.3500061035156,1595.5,16.920000076293945,1104.199951171875,454.6499938964844,1595.5,16.59000015258789,1104.199951171875,454.70001220703125,1595.5,16.893999099731445,5,16.0,1.0,114
2010-03-29,1110.300048828125,473.20001220703125,1627.4000244140625,17.37299919128418,1110.300048828125,472.1000061035156,1627.4000244140625,17.37299919128418,1110.300048828125,471.75,1627.4000244140625,17.37299919128418,1110.300048828125,473.20001220703125,1627.4000244140625,17.37299919128418,158733,10.0,7921.0,137
2010-03-30,1104.5,468.54998779296875,1618.0999755859375,17.31599998474121,1112.9000244140625,468.54998779296875,1631.800048828125,17.31599998474121,1101.0999755859375,468.54998779296875,1612.9000244140625,17.31599998474121,1109.699951171875,468.54998779296875,1624.5,17.31599998474121,56533,10.0,2539.0,94
2010-03-31,1113.300048828125,478.1499938964844,1639.800048828125,17.511999130249023,1118.699951171875,478.1499938964844,1646.5999755859375,17.511999130249023,1102.0,478.1499938964844,1612.699951171875,17.511999130249023,1103.0999755859375,478.1499938964844,1639.800048828125,17.511999130249023,5950,10.0,207.0,24
2010-04-01,1125.0999755859375,489.54998779296875,1669.800048828125,17.875999450683594,1127.699951171875,489.54998779296875,1670.199951171875,17.94499969482422,1111.300048828125,489.54998779296875,1645.5,17.559999465942383,1125.0999755859375,489.54998779296875,1669.800048828125,17.875999450683594,2696,10.0,138.0,17
2010-04-05,1132.9000244140625,506.20001220703125,1703.800048828125,18.104000091552734,1133.300048828125,506.20001220703125,1705.0999755859375,18.104000091552734,1119.9000244140625,506.20001220703125,1677.5999755859375,18.104000091552734,1122.300048828125,506.20001220703125,1703.800048828125,18.104000091552734,567,10.0,46.0,11
2010-04-06,1135.0999755859375,506.70001220703125,1698.5,17.91699981689453,1138.5,506.70001220703125,1702.5999755859375,17.91699981689453,1122.699951171875,504.0,1680.9000244140625,17.91699981689453,1130.800048828125,506.70001220703125,1698.5,17.91699981689453,2490,10.0,37.0,19
2010-04-07,1152.300048828125,511.3500061035156,1717.199951171875,18.184999465942383,1153.0,511.3500061035156,1723.5999755859375,18.21500015258789,1132.5999755859375,505.0,1702.4000244140625,18.170000076293945,1152.300048828125,511.3500061035156,1717.199951171875,18.184999465942383,1342,10.0,117.0,52
2010-04-08,1152.199951171875,502.5,1711.0999755859375,18.115999221801758,1152.300048828125,502.5,1715.199951171875,18.115999221801758,1144.0,502.5,1695.199951171875,18.115999221801758,1152.199951171875,502.5,1711.0999755859375,18.115999221801758,254,10.0,22.0,44
2010-04-09,1161.0999755859375,512.5999755859375,1722.199951171875,18.34000015258789,1164.800048828125,512.5999755859375,1723.0999755859375,18.34000015258789,1150.5,512.5999755859375,1713.699951171875,18.34000015258789,1161.0999755859375,512.5999755859375,1722.199951171875,18.34000015258789,505,10.0,10.0,49
2010-04-12,1161.5999755859375,523.1500244140625,1735.300048828125,18.402999877929688,1169.0,523.1500244140625,1735.0,18.549999237060547,1154.5999755859375,523.1500244140625,1724.9000244140625,18.21500015258789,1161.5999755859375,523.1500244140625,1735.300048828125,18.402999877929688,483,10.0,57.0,19
2010-04-13,1152.800048828125,520.7999877929688,1711.800048828125,18.238000869750977,1157.0,520.7999877929688,1722.0,18.238000869750977,1145.0,520.7999877929688,1702.800048828125,18.238000869750977,1152.800048828125,520.7999877929688,1711.800048828125,18.238000869750977,278,10.0,29.0,13
2010-04-14,1159.0,547.5,1730.199951171875,18.40399932861328,1160.5999755859375,547.5,1729.5999755859375,18.40399932861328,1151.199951171875,547.5,1723.199951171875,18.40399932861328,1159.0,547.5,1730.199951171875,18.40399932861328,162,10.0,27.0,4
2010-04-15,1159.699951171875,545.4000244140625,1722.300048828125,18.423999786376953,1159.800048828125,545.4000244140625,1722.5999755859375,18.423999786376953,1151.0,545.4000244140625,1718.300048828125,18.423999786376953,1157.5,545.4000244140625,1722.300048828125,18.423999786376953,179,10.0,2.0,2
2010-04-16,1136.300048828125,531.3499755859375,1690.800048828125,17.66900062561035,1160.0,531.3499755859375,1720.0,17.66900062561035,1130.4000244140625,531.3499755859375,1690.0999755859375,17.66900062561035,1136.300048828125,531.3499755859375,1690.800048828125,17.66900062561035,483,10.0,9.0,3
2010-04-19,1135.199951171875,533.2000122070312,1692.800048828125,17.725000381469727,1137.0999755859375,533.2000122070312,1688.5,17.725000381469727,1124.0,533.2000122070312,1674.5999755859375,17.725000381469727,1135.199951171875,533.2000122070312,1692.800048828125,17.725000381469727,145,10.0,7.0,3
2010-04-20,1138.5999755859375,550.5999755859375,1718.0,17.815000534057617,1145.800048828125,550.5999755859375,1722.0,17.815000534057617,1136.0,550.5999755859375,1715.300048828125,17.815000534057617,1138.5999755859375,550.5999755859375,1718.0,17.815000534057617,80,10.0,50.0,1
2010-04-21,1148.199951171875,567.4500122070312,1737.0,18.072999954223633,1150.0,567.4500122070312,1738.5,18.072999954223633,1138.4000244140625,567.4500122070312,1737.0,17.889999389648438,1148.199951171875,567.4500122070312,1737.0,18.072999954223633,68,10.0,1.0,1
2010-04-22,1142.300048828125,564.2999877929688,1742.699951171875,18.006000518798828,1144.0,564.2999877929688,1755.0,18.006000518798828,1133.5999755859375,564.2999877929688,1723.4000244140625,18.006000518798828,1142.300048828125,564.2999877929688,1742.699951171875,18.006000518798828,213,10.0,28.0,2
2010-04-23,1153.0999755859375,562.2000122070312,1740.199951171875,18.18899917602539,1153.0999755859375,562.2000122070312,1742.300048828125,18.18899917602539,1153.0999755859375,562.2000122070312,1734.699951171875,18.18899917602539,1153.0999755859375,562.2000122070312,1740.199951171875,18.18899917602539,40,10.0,28.0,1
2010-04-26,1153.5,565.4000244140625,1742.800048828125,18.333999633789062,1160.0999755859375,565.4000244140625,1755.0,18.333999633789062,1151.4000244140625,565.4000244140625,1742.0,18.333999633789062,1160.0999755859375,565.4000244140625,1742.800048828125,18.333999633789062,108,10.0,14.0,11
2010-04-27,1161.699951171875,547.9500122070312,1718.699951171875,18.115999221801758,1170.699951171875,547.9500122070312,1734.4000244140625,18.115999221801758,1148.5999755859375,547.9500122070312,1733.699951171875,18.115999221801758,1152.800048828125,547.9500122070312,1718.699951171875,18.115999221801758,213,10.0,30.0,3
2010-04-28,1171.300048828125,540.9000244140625,1711.4000244140625,18.10700035095215,1171.300048828125,540.9000244140625,1711.4000244140625,18.10700035095215,1171.300048828125,540.9000244140625,1711.4000244140625,18.10700035095215,1171.300048828125,540.9000244140625,1711.4000244140625,18.10700035095215,299,1.0,0.0,44456
2010-04-29,1168.4000244140625,548.0,1733.699951171875,18.548999786376953,1171.199951171875,548.0,1733.699951171875,18.565000534057617,1164.0,548.0,1733.699951171875,18.05500030517578,1168.4000244140625,548.0,1733.699951171875,18.09000015258789,166,1.0,0.0,21023
2010-04-30,1180.0999755859375,554.75,1745.0999755859375,18.611000061035156,1181.300048828125,553.2999877929688,1745.0999755859375,18.764999389648438,1170.0,542.9500122070312,1745.0999755859375,18.454999923706055,1180.0999755859375,554.75,1745.0999755859375,18.485000610351562,146,2.0,0.0,3374
2010-05-03,1182.699951171875,547.25,1728.9000244140625,18.812999725341797,1187.5,547.25,1728.9000244140625,18.854999542236328,1177.300048828125,547.25,1728.9000244140625,18.5,1178.5999755859375,547.25,1728.9000244140625,18.812999725341797,90,2.0,0.0,409
2010-05-04,1168.5999755859375,514.25,1685.800048828125,17.81800079345703,1191.800048828125,514.25,1685.800048828125,18.81999969482422,1168.300048828125,514.25,1685.800048828125,17.790000915527344,1168.5999755859375,514.25,1685.800048828125,18.80500030517578,94,2.0,0.0,2138
2010-05-05,1174.5999755859375,507.54998779296875,1648.5999755859375,17.51099967956543,1177.199951171875,507.54998779296875,1648.5999755859375,17.834999084472656,1159.199951171875,507.54998779296875,1648.5999755859375,17.09000015258789,1174.5999755859375,507.54998779296875,1648.5999755859375,17.51099967956543,98,3.0,0.0,470
2010-05-06,1196.9000244140625,513.0999755859375,1665.5,17.493000030517578,1210.5999755859375,513.0999755859375,1665.5,17.709999084472656,1175.9000244140625,513.0999755859375,1665.5,17.260000228881836,1196.9000244140625,513.0999755859375,1665.5,17.493000030517578,79,3.0,0.0,967
2010-05-07,1210.0,509.20001220703125,1664.800048828125,18.429000854492188,1210.800048828125,509.20001220703125,1664.800048828125,18.614999771118164,1194.5999755859375,509.20001220703125,1664.800048828125,17.479999542236328,1210.0,509.20001220703125,1664.800048828125,18.429000854492188,112,3.0,0.0,418
2010-05-10,1200.4000244140625,523.5,1691.5,18.530000686645508,1203.800048828125,523.5,1691.5,18.530000686645508,1189.199951171875,523.5,1691.5,18.530000686645508,1200.4000244140625,523.5,1691.5,18.530000686645508,118,3.0,0.0,173
2010-05-11,1219.9000244140625,531.2000122070312,1698.800048828125,19.27199935913086,1233.5,531.2000122070312,1698.800048828125,19.399999618530273,1201.5,531.2000122070312,1698.800048828125,18.40999984741211,1219.9000244140625,531.2000122070312,1698.800048828125,19.27199935913086,201,3.0,0.0,167
2010-05-12,1242.699951171875,546.4500122070312,1745.300048828125,19.639999389648438,1246.5,546.4500122070312,1745.300048828125,19.649999618530273,1227.0999755859375,546.4500122070312,1745.300048828125,19.295000076293945,1242.699951171875,546.4500122070312,1745.300048828125,19.639999389648438,213,3.0,0.0,116
2010-05-13,1228.800048828125,542.2999877929688,1737.4000244140625,19.47599983215332,1240.0,542.2999877929688,1737.4000244140625,19.47599983215332,1228.699951171875,542.2999877929688,1737.4000244140625,19.47599983215332,1235.300048828125,542.2999877929688,1737.4000244140625,19.47599983215332,37,3.0,0.0,85
2010-05-14,1227.4000244140625,526.9000244140625,1713.4000244140625,19.20199966430664,1227.4000244140625,526.9000244140625,1713.4000244140625,19.20199966430664,1227.4000244140625,526.9000244140625,1713.4000244140625,19.20199966430664,1227.4000244140625,526.9000244140625,1713.4000244140625,19.20199966430664,99,3.0,0.0,170
2010-05-17,1227.699951171875,502.6000061035156,1661.199951171875,18.834999084472656,1235.9000244140625,502.6000061035156,1661.199951171875,19.309999465942383,1225.199951171875,506.3999938964844,1661.199951171875,18.799999237060547,1233.300048828125,502.6000061035156,1661.199951171875,18.834999084472656,49,3.0,0.0,564
2010-05-18,1214.300048828125,506.0,1688.5,18.854999542236328,1216.0999755859375,506.0,1688.5,18.854999542236328,1208.199951171875,506.0,1688.5,18.854999542236328,1214.300048828125,506.0,1688.5,18.854999542236328,73,3.0,0.0,108
2010-05-19,1192.5999755859375,458.70001220703125,1603.699951171875,18.090999603271484,1192.5999755859375,458.70001220703125,1603.699951171875,18.090999603271484,1192.5999755859375,458.70001220703125,1603.699951171875,18.090999603271484,1192.5999755859375,458.70001220703125,1603.699951171875,18.090999603271484,75,3.0,0.0,9
2010-05-20,1187.800048828125,407.95001220703125,1493.800048828125,17.694000244140625,1191.800048828125,407.95001220703125,1493.800048828125,17.694000244140625,1179.4000244140625,407.95001220703125,1493.800048828125,17.694000244140625,1187.800048828125,407.95001220703125,1493.800048828125,17.694000244140625,297,3.0,0.0,31
2010-05-21,1175.699951171875,438.45001220703125,1499.199951171875,17.631000518798828,1175.699951171875,438.45001220703125,1499.199951171875,17.774999618530273,1175.699951171875,438.45001220703125,1499.199951171875,17.5,1175.699951171875,438.45001220703125,1499.199951171875,17.739999771118164,177,3.0,0.0,33
2010-05-24,1193.800048828125,452.54998779296875,1532.5,17.98200035095215,1193.800048828125,452.54998779296875,1532.5,17.98200035095215,1193.800048828125,452.54998779296875,1532.5,17.98200035095215,1193.800048828125,452.54998779296875,1532.5,17.98200035095215,14,3.0,0.0,48
2010-05-25,1197.800048828125,429.3999938964844,1489.9000244140625,17.76300048828125,1200.0,429.3999938964844,1489.9000244140625,17.93000030517578,1195.5999755859375,429.3999938964844,1489.9000244140625,17.565000534057617,1197.800048828125,429.3999938964844,1489.9000244140625,17.93000030517578,9,3.0,0.0,51
2010-05-26,1213.300048828125,445.3500061035156,1528.300048828125,18.29199981689453,1213.300048828125,445.3500061035156,1528.300048828125,18.29199981689453,1213.300048828125,445.3500061035156,1528.300048828125,18.29199981689453,1213.300048828125,445.3500061035156,1528.300048828125,18.29199981689453,237497,4924.0,1.0,140
